,id,rank_pred,rank_real
1521,6085,2,2
1522,6085,3,3
1523,6100,0,0
1524,6100,1,1
1525,6100,2,2
1526,6115,0,0
1527,6115,1,1
1528,6115,2,2
1529,6115,3,3
1530,6130,0,0
1531,6130,1,1
1532,6145,0,0
1533,6145,1,1
1534,6145,2,2
1535,6160,0,0
1536,6160,1,1
1537,6175,0,0
1538,6175,1,2
1539,6175,2,1
1540,6190,0,0
1541,6190,1,1
1542,6190,2,2
1543,6190,3,3
1544,6205,0,0
1545,6205,1,1
1546,6205,2,2
1547,6205,3,3
1548,6205,4,4
1549,6220,0,0
1550,6220,1,1
1551,6220,2,2
1552,6235,0,0
1553,6250,0,0
1554,6250,1,1
1555,6250,2,2
1556,6250,3,3
1557,6265,0,0
1558,6265,1,1
1559,6265,2,2
1560,6265,3,3
1561,6280,0,0
1562,6280,1,1
1563,6280,2,2
1564,6295,0,0
1565,6295,1,1
1566,6295,2,2
1567,6295,3,3
1568,6295,4,4
1569,6310,0,0
1570,6310,1,1
1571,6310,2,2
1572,6310,3,4
1573,6310,4,3
1574,6325,0,0
1575,6325,1,1
1576,6325,2,2
1577,6340,0,0
1578,6340,1,2
1579,6340,2,1
1580,6340,3,3
1581,6340,4,4
1582,6355,0,0
1583,6355,1,1
1584,6355,2,2
1585,6355,3,3
1586,6370,0,0
1587,6370,1,1
1588,6385,0,0
1589,6385,1,1
1590,6385,2,2
1591,6400,0,0
1592,6400,1,1
1593,6400,2,2
1594,6415,0,0
1595,6415,1,1
1596,6415,2,2
1597,6415,3,3
1598,6430,0,0
1599,6430,1,1
1600,6430,2,2
1601,6430,3,3
1602,6430,4,4
1603,6445,0,0
1604,6445,1,2
1605,6445,2,1
1606,6445,3,3
1607,6460,0,0
1608,6460,1,2
1609,6460,2,1
1610,6475,0,0
1611,6475,1,1
1612,6475,2,2
1613,6490,0,0
1614,6490,1,1
1615,6490,2,2
1616,6505,0,0
1617,6505,1,1
1618,6505,2,2
1619,6505,3,3
1620,6505,4,4
1621,6520,0,0
1622,6520,1,1
1623,6520,2,2
1624,6520,3,3
1625,6535,0,0
1626,6535,1,2
1627,6535,2,1
1628,6535,3,3
1629,6550,0,0
1630,6550,1,1
1631,6550,2,2
1632,6565,0,0
1633,6565,1,1
1634,6565,2,2
1635,6565,3,3
1636,6580,0,0
1637,6580,1,1
1638,6580,2,2
1639,6595,0,0
1640,6595,1,1
1641,6595,2,2
1642,6595,3,3
1643,6595,4,4
1644,6610,0,0
1645,6610,1,2
1646,6610,2,1
1647,6610,3,3
1648,6610,4,4
1649,6625,0,0
1650,6625,1,1
1651,6625,2,2
1652,6640,0,0
1653,6640,1,2
1654,6640,2,1
1655,6655,0,0
1656,6655,1,1
1657,6655,2,2
1658,6655,3,3
1659,6670,0,0
1660,6670,1,1
1661,6670,2,2
1662,6685,0,0
1663,6685,1,1
1664,6685,2,2
1665,6700,0,1
1666,6700,1,0
1667,6700,2,2
1668,6700,3,3
1669,6700,4,4
1670,6715,0,0
1671,6715,1,1
1672,6715,2,2
1673,6715,3,3
1674,6715,4,4
1675,6730,0,0
1676,6730,1,1
1677,6730,2,2
1678,6730,3,3
1679,6730,4,4
1680,6745,0,0
1681,6745,1,1
1682,6745,2,2
1683,6745,3,3
1684,6745,4,4
1685,6760,0,0
1686,6760,1,1
1687,6760,2,2
1688,6760,3,3
1689,6775,0,0
1690,6775,1,1
1691,6775,2,2
1692,6775,3,3
1693,6775,4,4
1694,6790,0,0
1695,6790,1,1
1696,6790,2,3
1697,6805,0,0
1698,6805,1,2
1699,6805,2,1
1700,6805,3,4
1701,6820,0,0
1702,6820,1,1
1703,6835,0,0
1704,6835,1,1
1705,6835,2,2
1706,6835,3,3
1707,6850,0,0
1708,6850,1,1
1709,6850,2,2
1710,6850,3,3
1711,6865,0,0
1712,6865,1,1
1713,6865,2,2
1714,6865,3,4
1715,6880,0,0
1716,6880,1,1
1717,6880,2,2
1718,6895,0,0
1719,6895,1,1
1720,6910,0,1
1721,6910,1,0
1722,6910,2,2
1723,6910,3,3
1724,6925,0,0
1725,6925,1,2
1726,6925,2,1
1727,6925,3,3
1728,6940,0,0
1729,6940,1,1
1730,6940,2,2
1731,6955,0,0
1732,6955,1,1
1733,6955,2,2
1734,6955,3,3
1735,6970,0,0
1736,6970,1,1
1737,6970,2,2
1738,6970,3,3
1739,6985,0,0
1740,6985,1,1
1741,6985,2,3
1742,6985,3,2
1743,6985,4,4
1744,7000,0,0
1745,7000,1,1
1746,7000,2,2
1747,7015,0,0
1748,7015,1,1
1749,7015,2,2
1750,7030,0,0
1751,7030,1,1
1752,7030,2,2
1753,7030,3,4
1754,7030,4,3
1755,7045,0,0
1756,7045,1,1
1757,7045,2,2
1758,7060,0,0
1759,7060,1,1
1760,7060,2,2
1761,7075,0,0
1762,7075,1,1
1763,7075,2,2
1764,7075,3,4
1765,7090,0,0
1766,7090,1,1
1767,7090,2,2
1768,7090,3,3
1769,7090,4,4
1770,7105,0,0
1771,7105,1,1
1772,7105,2,2
1773,7105,3,3
1774,7120,0,0
1775,7120,1,1
1776,7135,0,0
1777,7135,1,1
1778,7135,2,2
1779,7135,3,3
1780,7135,4,4
1781,7150,0,0
1782,7150,1,1
1783,7150,2,2
1784,7150,3,3
1785,7150,4,4
1786,7165,0,0
1787,7165,1,1
1788,7165,2,2
1789,7165,3,4
1790,7180,0,0
1791,7180,1,1
1792,7180,2,2
1793,7180,3,4
1794,7195,0,0
1795,7210,0,0
1796,7210,1,2
1797,7210,2,1
1798,7210,3,3
1799,7225,0,0
1800,7225,1,2
1801,7225,2,1
1802,7240,0,0
1803,7240,1,1
1804,7240,2,2
1805,7240,3,3
1806,7240,4,4
1807,7255,0,0
1808,7255,1,1
1809,7255,2,2
1810,7255,3,3
1811,7255,4,4
1812,7270,0,0
1813,7270,1,1
1814,7270,2,2
1815,7270,3,3
1816,7285,0,0
1817,7285,1,1
1818,7285,2,2
1819,7300,0,0
1820,7300,1,1
1821,7300,2,2
1822,7300,3,3
1823,7300,4,4
1824,7315,0,0
1825,7315,1,1
1826,7315,2,2
1827,7330,0,0
1828,7330,1,1
1829,7330,2,2
1830,7345,0,0
1831,7345,1,1
1832,7345,2,2
1833,7345,3,3
1834,7360,0,0
1835,7360,1,1
1836,7375,0,0
1837,7375,1,1
1838,7375,2,2
1839,7390,0,0
1840,7390,1,1
1841,7390,2,2
1842,7390,3,3
1843,7390,4,4
1844,7405,0,0
1845,7405,1,1
1846,7405,2,2
1847,7405,3,3
1848,7420,0,0
1849,7420,1,2
1850,7420,2,1
1851,7420,3,3
1852,7420,4,4
1853,7435,0,0
1854,7435,1,1
1855,7435,2,2
1856,7435,3,3
1857,7450,0,0
1858,7450,1,1
1859,7450,2,2
1860,7450,3,4
1861,7465,0,0
1862,7465,1,1
1863,7465,2,2
1864,7465,3,3
1865,7480,0,0
1866,7480,1,1
1867,7480,2,2
1868,7480,3,3
1869,7495,0,1
1870,7495,1,0
1871,7495,2,2
1872,7495,3,3
1873,7495,4,4
1874,7510,0,0
1875,7510,1,1
1876,7510,2,2
1877,7510,3,3
1878,7525,0,0
1879,7525,1,1
1880,7525,2,2
1881,7525,3,3
1882,7525,4,4
1883,7540,0,0
1884,7540,1,1
1885,7540,2,2
1886,7540,3,3
1887,7555,0,0
1888,7555,1,1
1889,7555,2,2
1890,7555,3,4
1891,7570,0,0
1892,7570,1,1
1893,7570,2,2
1894,7570,3,3
1895,7585,0,0
1896,7585,1,1
1897,7585,2,2
1898,7600,0,0
1899,7600,1,1
1900,7600,2,4
1901,7615,0,0
1902,7615,1,1
1903,7615,2,2
1904,7615,3,3
1905,7630,0,0
1906,7630,1,1
1907,7630,2,2
1908,7645,0,0
1909,7645,1,1
1910,7645,2,2
1911,7660,0,0
1912,7660,1,1
1913,7660,2,2
1914,7660,3,4
1915,7675,0,0
1916,7675,1,1
1917,7675,2,2
1918,7675,3,3
1919,7690,0,0
1920,7690,1,1
1921,7690,2,2
1922,7690,3,3
1923,7705,0,0
1924,7705,1,1
1925,7705,2,2
1926,7705,3,3
1927,7705,4,4
1928,7720,0,0
1929,7720,1,1
1930,7720,2,2
1931,7720,3,3
1932,7720,4,4
1933,7735,0,0
1934,7735,1,1
1935,7735,2,2
1936,7750,0,0
1937,7750,1,1
1938,7750,2,2
1939,7750,3,3
1940,7765,0,0
1941,7765,1,2
1942,7765,2,1
1943,7765,3,3
1944,7780,0,0
1945,7780,1,1
1946,7795,0,0
1947,7795,1,1
1948,7795,2,2
1949,7795,3,3
1950,7795,4,4
1951,7810,0,0
1952,7810,1,1
1953,7810,2,2
1954,7810,3,3
1955,7810,4,4
1956,7825,0,0
1957,7825,1,1
1958,7825,2,2
1959,7825,3,3
1960,7825,4,4
1961,7840,0,0
1962,7840,1,1
1963,7840,2,2
1964,7855,0,0
1965,7855,1,1
1966,7855,2,2
1967,7855,3,3
1968,7870,0,0
1969,7870,1,1
1970,7870,2,2
1971,7885,0,0
1972,7885,1,1
1973,7885,2,3
1974,7900,0,0
1975,7900,1,1
1976,7915,0,0
1977,7915,1,1
1978,7915,2,2
1979,7915,3,4
1980,7915,4,3
1981,7930,0,0
1982,7930,1,1
1983,7930,2,2
1984,7930,3,3
1985,7945,0,0
1986,7945,1,1
1987,7945,2,2
1988,7960,0,0
1989,7960,1,1
1990,7960,2,2
1991,7975,0,0
1992,7975,1,1
1993,7975,2,2
1994,7975,3,3
1995,7990,0,0
1996,7990,1,2
1997,7990,2,1
1998,7990,3,3
1999,7990,4,4
2000,8005,0,0
2001,8005,1,1
2002,8005,2,2
2003,8020,0,0
2004,8020,1,1
2005,8020,2,3
2006,8020,3,2
2007,8020,4,4
2008,8035,0,0
2009,8035,1,1
2010,8035,2,2
2011,8035,3,3
2012,8050,0,0
2013,8050,1,2
2014,8050,2,1
2015,8050,3,3
2016,8065,0,0
2017,8065,1,1
2018,8065,2,2
2019,8065,3,3
2020,8080,0,0
2021,8080,1,2
2022,8080,2,1
2023,8095,0,0
2024,8095,1,1
2025,8095,2,2
2026,8095,3,3
2027,8095,4,4
2028,8110,0,0
2029,8110,1,1
2030,8110,2,2
2031,8110,3,3
2032,8110,4,4
2033,8125,0,0
2034,8125,1,1
2035,8125,2,2
2036,8140,0,0
2037,8140,1,1
2038,8140,2,2
2039,8140,3,3
2040,8140,4,4
2041,8155,0,0
2042,8155,1,1
2043,8155,2,2
2044,8170,0,0
2045,8170,1,1
2046,8170,2,2
2047,8185,0,0
2048,8185,1,1
2049,8185,2,2
2050,8200,0,0
2051,8200,1,1
2052,8200,2,2
2053,8200,3,3
2054,8200,4,4
2055,8215,0,0
2056,8215,1,1
2057,8215,2,2
2058,8230,0,0
2059,8230,1,2
2060,8230,2,1
2061,8230,3,3
2062,8245,0,0
2063,8245,1,1
2064,8260,0,0
2065,8260,1,1
2066,8260,2,2
2067,8275,0,0
2068,8275,1,1
2069,8275,2,2
2070,8275,3,3
2071,8290,0,0
2072,8290,1,1
2073,8290,2,2
2074,8290,3,3
2075,8305,0,0
2076,8305,1,1
2077,8305,2,2
2078,8305,3,3
2079,8320,0,0
2080,8320,1,1
2081,8320,2,2
2082,8335,0,0
2083,8335,1,2
2084,8335,2,1
2085,8350,0,0
2086,8350,1,1
2087,8350,2,2
2088,8350,3,3
2089,8365,0,0
2090,8365,1,1
2091,8365,2,2
2092,8365,3,3
2093,8380,0,0
2094,8380,1,1
2095,8380,2,2
2096,8380,3,3
2097,8395,0,0
2098,8395,1,1
2099,8395,2,2
2100,8395,3,3
2101,8395,4,4
2102,8410,0,0
2103,8410,1,1
2104,8410,2,2
2105,8410,3,4
2106,8410,4,3
2107,8425,0,0
2108,8425,1,1
2109,8425,2,2
2110,8425,3,3
2111,8440,0,0
2112,8440,1,1
2113,8440,2,2
2114,8440,3,3
2115,8440,4,4
2116,8455,0,0
2117,8455,1,1
2118,8455,2,2
2119,8455,3,3
2120,8470,0,0
2121,8470,1,2
2122,8470,2,1
2123,8470,3,3
2124,8485,0,0
2125,8485,1,1
2126,8485,2,2
2127,8485,3,3
2128,8485,4,4
2129,8500,0,0
2130,8500,1,1
2131,8500,2,2
2132,8500,3,3
2133,8500,4,4
2134,8515,0,0
2135,8515,1,1
2136,8515,2,2
2137,8515,3,3
2138,8530,0,0
2139,8530,1,1
2140,8530,2,2
2141,8530,3,3
2142,8530,4,4
2143,8545,0,1
2144,8545,1,0
2145,8545,2,2
2146,8545,3,3
2147,8545,4,4
2148,8560,0,0
2149,8560,1,1
2150,8560,2,2
2151,8560,3,3
2152,8560,4,4
2153,8575,0,0
2154,8575,1,1
2155,8575,2,2
2156,8575,3,3
2157,8590,0,0
2158,8590,1,1
2159,8590,2,2
2160,8590,3,3
2161,8605,0,0
2162,8605,1,1
2163,8605,2,2
2164,8605,3,3
2165,8605,4,4
2166,8620,0,0
2167,8620,1,1
2168,8620,2,2
2169,8620,3,4
2170,8620,4,3
2171,8635,0,2
2172,8635,1,0
2173,8635,2,1
2174,8635,3,3
2175,8650,0,0
2176,8650,1,1
2177,8650,2,2
2178,8650,3,3
2179,8650,4,4
2180,8665,0,0
2181,8680,0,0
2182,8680,1,1
2183,8680,2,2
2184,8680,3,3
2185,8695,0,0
2186,8695,1,1
2187,8695,2,2
2188,8695,3,3
2189,8710,0,0
2190,8710,1,1
2191,8710,2,2
2192,8710,3,4
2193,8710,4,3
2194,8725,0,0
2195,8725,1,1
2196,8725,2,2
2197,8725,3,3
2198,8740,0,0
2199,8740,1,1
2200,8740,2,2
2201,8740,3,3
2202,8755,0,0
2203,8755,1,1
2204,8755,2,2
2205,8770,0,0
2206,8770,1,1
2207,8770,2,2
2208,8770,3,3
2209,8785,0,0
2210,8785,1,1
2211,8785,2,2
2212,8785,3,3
2213,8785,4,4
2214,8800,0,0
2215,8800,1,1
2216,8800,2,2
2217,8800,3,3
2218,8815,0,0
2219,8815,1,1
2220,8815,2,2
2221,8830,0,0
2222,8830,1,1
2223,8830,2,2
2224,8830,3,3
2225,8830,4,4
2226,8845,0,0
2227,8845,1,1
2228,8845,2,2
2229,8845,3,3
2230,8860,0,0
2231,8860,1,1
2232,8860,2,2
2233,8875,0,0
2234,8875,1,2
2235,8875,2,1
2236,8890,0,0
2237,8890,1,1
2238,8890,2,2
2239,8890,3,3
2240,8890,4,4
2241,8905,0,0
2242,8905,1,1
2243,8905,2,2
2244,8905,3,3
2245,8920,0,0
2246,8920,1,2
2247,8920,2,1
2248,8920,3,3
2249,8935,0,0
2250,8935,1,1
2251,8935,2,2
2252,8950,0,0
2253,8950,1,1
2254,8950,2,2
2255,8950,3,3
2256,8965,0,0
2257,8965,1,1
2258,8965,2,2
2259,8980,0,0
2260,8980,1,1
2261,8980,2,2
2262,8980,3,3
2263,8980,4,4
2264,8995,0,0
2265,8995,1,2
2266,8995,2,1
2267,8995,3,3
2268,9010,0,0
2269,9010,1,1
2270,9010,2,2
2271,9025,0,1
2272,9025,1,0
2273,9025,2,2
2274,9025,3,4
2275,9025,4,3
2276,9040,0,0
2277,9040,1,1
2278,9040,2,2
2279,9040,3,3
2280,9040,4,4
2281,9055,0,0
2282,9055,1,1
2283,9055,2,2
2284,9055,3,3
2285,9070,0,0
2286,9070,1,1
2287,9070,2,2
2288,9070,3,3
2289,9085,0,0
2290,9085,1,1
2291,9085,2,2
2292,9100,0,0
2293,9100,1,1
2294,9100,2,2
2295,9100,3,4
2296,9100,4,3
2297,9115,0,0
2298,9115,1,1
2299,9115,2,2
2300,9115,3,3
2301,9115,4,4
2302,9130,0,0
2303,9130,1,2
2304,9130,2,1
2305,9130,3,3
2306,9130,4,4
2307,9145,0,0
2308,9145,1,1
2309,9145,2,2
2310,9145,3,3
2311,9160,0,0
2312,9160,1,1
2313,9160,2,2
2314,9175,0,0
2315,9175,1,1
2316,9175,2,2
2317,9190,0,0
2318,9190,1,1
2319,9190,2,2
2320,9190,3,3
2321,9205,0,0
2322,9205,1,1
2323,9205,2,2
2324,9205,3,3
2325,9220,0,0
2326,9220,1,1
2327,9220,2,2
2328,9220,3,3
2329,9235,0,0
2330,9235,1,1
2331,9235,2,2
2332,9235,3,3
2333,9235,4,4
2334,9250,0,0
2335,9250,1,1
2336,9250,2,2
2337,9250,3,3
2338,9250,4,4
2339,9265,0,0
2340,9280,0,0
2341,9280,1,1
2342,9280,2,2
2343,9295,0,0
2344,9295,1,1
2345,9295,2,2
2346,9310,0,0
2347,9310,1,2
2348,9310,2,1
2349,9310,3,3
2350,9325,0,0
2351,9325,1,1
2352,9325,2,2
2353,9340,0,1
2354,9340,1,0
2355,9355,0,0
2356,9355,1,1
2357,9355,2,2
2358,9370,0,0
2359,9370,1,1
2360,9370,2,2
2361,9385,0,0
2362,9385,1,1
2363,9385,2,2
2364,9400,0,0
2365,9400,1,1
2366,9400,2,2
2367,9415,0,0
2368,9415,1,1
2369,9415,2,2
2370,9415,3,3
2371,9430,0,0
2372,9430,1,1
2373,9430,2,2
2374,9430,3,3
2375,9445,0,0
2376,9445,1,1
2377,9445,2,2
2378,9460,0,1
2379,9460,1,0
2380,9460,2,2
2381,9460,3,3
2382,9475,0,0
2383,9490,0,0
2384,9490,1,1
2385,9490,2,2
2386,9490,3,3
2387,9505,0,0
2388,9505,1,1
2389,9505,2,2
2390,9520,0,0
2391,9520,1,3
2392,9520,2,1
2393,9520,3,2
2394,9535,0,0
2395,9535,1,1
2396,9535,2,2
2397,9535,3,3
2398,9535,4,4
2399,9550,0,0
2400,9550,1,1
2401,9550,2,2
2402,9565,0,0
2403,9565,1,1
2404,9565,2,2
2405,9580,0,0
2406,9580,1,1
2407,9580,2,2
2408,9580,3,3
2409,9580,4,4
2410,9595,0,0
2411,9595,1,1
2412,9595,2,2
2413,9595,3,3
2414,9610,0,0
2415,9610,1,1
2416,9610,2,3
2417,9610,3,2
2418,9610,4,4
2419,9625,0,0
2420,9625,1,1
2421,9625,2,2
2422,9640,0,0
2423,9640,1,1
2424,9640,2,2
2425,9655,0,0
2426,9655,1,1
2427,9655,2,2
2428,9655,3,3
2429,9655,4,4
2430,9670,0,0
2431,9670,1,2
2432,9670,2,1
2433,9670,3,4
2434,9685,0,0
2435,9685,1,1
2436,9685,2,2
2437,9700,0,0
2438,9700,1,1
2439,9700,2,2
2440,9700,3,3
2441,9700,4,4
2442,9715,0,0
2443,9715,1,1
2444,9715,2,2
2445,9715,3,3
2446,9730,0,0
2447,9730,1,1
2448,9730,2,2
2449,9730,3,3
2450,9730,4,4
2451,9745,0,0
2452,9745,1,1
2453,9745,2,2
2454,9760,0,1
2455,9760,1,0
2456,9760,2,2
2457,9760,3,3
2458,9775,0,0
2459,9775,1,1
2460,9775,2,3
2461,9790,0,0
2462,9790,1,1
2463,9790,2,2
2464,9805,0,0
2465,9805,1,1
2466,9805,2,2
2467,9820,0,0
2468,9820,1,2
2469,9820,2,1
2470,9820,3,3
2471,9820,4,4
2472,9835,0,0
2473,9835,1,2
2474,9835,2,1
2475,9835,3,3
2476,9835,4,4
2477,9850,0,0
2478,9850,1,1
2479,9850,2,3
2480,9865,0,0
2481,9865,1,1
2482,9865,2,2
2483,9880,0,0
2484,9880,1,1
2485,9880,2,2
2486,9880,3,3
2487,9880,4,4
2488,9895,0,0
2489,9895,1,1
2490,9895,2,2
2491,9895,3,3
2492,9910,0,0
2493,9910,1,1
2494,9910,2,2
2495,9910,3,3
2496,9910,4,4
2497,9925,0,0
2498,9925,1,1
2499,9940,0,0
2500,9940,1,1
2501,9940,2,2
2502,9955,0,0
2503,9955,1,1
2504,9955,2,2
2505,9955,3,3
2506,9970,0,0
2507,9970,1,1
2508,9970,2,2
2509,9970,3,3
2510,9985,0,0
2511,9985,1,1
2512,10000,0,0
2513,10000,1,1
2514,10000,2,2
2515,10000,3,3
2516,10015,0,0
2517,10015,1,1
2518,10015,2,2
2519,10015,3,3
2520,10030,0,0
2521,10030,1,1
2522,10045,0,0
2523,10060,0,0
2524,10060,1,1
2525,10060,2,2
2526,10060,3,4
2527,10075,0,0
2528,10075,1,1
2529,10075,2,3
2530,10075,3,2
2531,10090,0,0
2532,10090,1,1
2533,10090,2,2
2534,10090,3,3
2535,10105,0,1
2536,10105,1,0
2537,10105,2,2
2538,10120,0,0
2539,10120,1,1
2540,10120,2,2
2541,10120,3,3
2542,10120,4,4
2543,10135,0,0
2544,10135,1,1
2545,10135,2,2
2546,10135,3,3
2547,10150,0,0
2548,10150,1,1
2549,10150,2,2
2550,10150,3,3
2551,10165,0,0
2552,10165,1,1
2553,10165,2,2
2554,10165,3,3
2555,10180,0,0
2556,10180,1,1
2557,10180,2,2
2558,10195,0,1
2559,10195,1,0
2560,10195,2,2
2561,10195,3,3
2562,10210,0,0
2563,10210,1,1
2564,10210,2,2
2565,10210,3,3
2566,10225,0,1
2567,10225,1,0
2568,10225,2,2
2569,10225,3,3
2570,10225,4,4
2571,10240,0,0
2572,10240,1,1
2573,10240,2,2
2574,10255,0,0
2575,10255,1,1
2576,10255,2,2
2577,10270,0,0
2578,10270,1,1
2579,10270,2,2
2580,10270,3,4
2581,10270,4,3
2582,10285,0,0
2583,10285,1,1
2584,10285,2,2
2585,10285,3,3
2586,10300,0,0
2587,10315,0,0
2588,10315,1,1
2589,10315,2,2
2590,10315,3,3
2591,10330,0,0
2592,10330,1,1
2593,10330,2,2
2594,10345,0,0
2595,10345,1,1
2596,10345,2,2
2597,10360,0,0
2598,10360,1,1
2599,10360,2,2
2600,10360,3,3
2601,10360,4,4
2602,10375,0,0
2603,10375,1,1
2604,10375,2,2
2605,10375,3,3
2606,10390,0,0
2607,10390,1,1
2608,10390,2,2
2609,10390,3,3
2610,10405,0,0
2611,10405,1,1
2612,10405,2,2
2613,10420,0,0
2614,10420,1,2
2615,10420,2,1
2616,10420,3,3
2617,10420,4,4
2618,10435,0,0
2619,10435,1,1
2620,10435,2,2
2621,10435,3,3
2622,10435,4,4
2623,10450,0,0
2624,10450,1,1
2625,10450,2,2
2626,10465,0,0
2627,10465,1,1
2628,10465,2,2
2629,10465,3,3
2630,10480,0,0
2631,10480,1,1
2632,10480,2,2
2633,10480,3,4
2634,10495,0,0
2635,10495,1,1
2636,10495,2,2
2637,10495,3,3
2638,10495,4,4
2639,10510,0,0
2640,10510,1,1
2641,10510,2,2
2642,10525,0,0
2643,10540,0,1
2644,10540,1,0
2645,10540,2,2
2646,10555,0,0
2647,10555,1,1
2648,10555,2,2
2649,10555,3,3
2650,10570,0,1
2651,10570,1,0
2652,10570,2,2
2653,10585,0,1
2654,10585,1,0
2655,10585,2,2
2656,10585,3,3
2657,10600,0,0
2658,10600,1,1
2659,10600,2,2
2660,10615,0,0
2661,10615,1,1
2662,10630,0,0
2663,10630,1,1
2664,10630,2,2
2665,10630,3,3
2666,10645,0,0
2667,10645,1,1
2668,10645,2,2
2669,10645,3,3
2670,10660,0,0
2671,10660,1,1
2672,10675,0,0
2673,10675,1,1
2674,10675,2,2
2675,10675,3,3
2676,10675,4,4
2677,10690,0,0
2678,10690,1,1
2679,10690,2,2
2680,10690,3,3
2681,10705,0,0
2682,10705,1,1
2683,10705,2,2
2684,10705,3,3
2685,10720,0,0
2686,10720,1,1
2687,10720,2,2
2688,10720,3,3
2689,10720,4,4
2690,10735,0,0
2691,10735,1,1
2692,10735,2,2
2693,10735,3,4
2694,10750,0,0
2695,10750,1,1
2696,10750,2,2
2697,10765,0,0
2698,10765,1,1
2699,10765,2,2
2700,10780,0,0
2701,10780,1,2
2702,10780,2,1
2703,10780,3,3
2704,10795,0,0
2705,10795,1,2
2706,10795,2,1
2707,10795,3,3
2708,10810,0,0
2709,10810,1,1
2710,10810,2,2
2711,10810,3,3
2712,10825,0,1
2713,10825,1,0
2714,10825,2,2
2715,10825,3,3
2716,10825,4,4
2717,10840,0,0
2718,10840,1,1
2719,10840,2,2
2720,10840,3,3
2721,10855,0,0
2722,10855,1,1
2723,10855,2,2
2724,10870,0,0
2725,10870,1,1
2726,10870,2,2
2727,10870,3,3
2728,10870,4,4
2729,10885,0,0
2730,10885,1,1
2731,10885,2,2
2732,10900,0,0
2733,10900,1,2
2734,10900,2,1
2735,10915,0,0
2736,10915,1,1
2737,10915,2,2
2738,10930,0,0
2739,10930,1,1
2740,10930,2,2
2741,10930,3,3
2742,10930,4,4
2743,10945,0,1
2744,10945,1,2
2745,10945,2,0
2746,10945,3,3
2747,10960,0,0
2748,10960,1,1
2749,10960,2,2
2750,10960,3,3
2751,10975,0,0
2752,10975,1,1
2753,10975,2,2
2754,10990,0,1
2755,10990,1,0
2756,10990,2,2
2757,10990,3,3
2758,10990,4,4
2759,11005,0,0
2760,11005,1,1
2761,11005,2,2
2762,11005,3,3
2763,11020,0,0
2764,11020,1,1
2765,11020,2,2
2766,11035,0,0
2767,11035,1,1
2768,11035,2,3
2769,11035,3,2
2770,11050,0,0
2771,11050,1,1
2772,11050,2,2
2773,11050,3,3
2774,11050,4,4
2775,11065,0,0
2776,11065,1,1
2777,11065,2,2
2778,11065,3,3
2779,11080,0,0
2780,11080,1,1
2781,11080,2,2
2782,11080,3,3
2783,11095,0,0
2784,11095,1,1
2785,11095,2,2
2786,11095,3,4
2787,11110,0,0
2788,11110,1,1
2789,11125,0,0
2790,11125,1,1
2791,11125,2,2
2792,11140,0,0
2793,11140,1,1
2794,11140,2,2
2795,11140,3,4
2796,11155,0,0
2797,11155,1,1
2798,11155,2,2
2799,11155,3,3
2800,11170,0,0
2801,11170,1,1
2802,11170,2,2
2803,11170,3,3
2804,11185,0,0
2805,11185,1,1
2806,11185,2,2
2807,11200,0,0
2808,11200,1,1
2809,11215,0,0
2810,11215,1,1
2811,11215,2,2
2812,11230,0,0
2813,11230,1,1
2814,11230,2,2
2815,11230,3,4
2816,11245,0,0
2817,11245,1,1
2818,11245,2,2
2819,11260,0,0
2820,11260,1,1
2821,11260,2,2
2822,11275,0,0
2823,11275,1,1
2824,11275,2,2
2825,11290,0,0
2826,11290,1,1
2827,11290,2,2
2828,11290,3,3
2829,11305,0,0
2830,11305,1,1
2831,11305,2,2
2832,11320,0,0
2833,11320,1,1
2834,11320,2,2
2835,11320,3,3
2836,11320,4,4
2837,11335,0,0
2838,11335,1,1
2839,11335,2,2
2840,11350,0,0
2841,11350,1,1
2842,11350,2,2
2843,11365,0,0
2844,11365,1,1
2845,11365,2,2
2846,11365,3,3
2847,11380,0,0
2848,11380,1,1
2849,11380,2,2
2850,11380,3,3
2851,11395,0,0
2852,11395,1,1
2853,11395,2,2
2854,11410,0,0
2855,11425,0,0
2856,11425,1,1
2857,11425,2,2
2858,11425,3,3
2859,11440,0,0
2860,11440,1,2
2861,11440,2,1
2862,11440,3,3
2863,11440,4,4
2864,11455,0,0
2865,11455,1,1
2866,11455,2,2
2867,11470,0,0
2868,11470,1,1
2869,11470,2,2
2870,11470,3,3
2871,11485,0,0
2872,11485,1,1
2873,11485,2,2
2874,11485,3,3
2875,11485,4,4
2876,11500,0,0
2877,11500,1,1
2878,11500,2,2
2879,11500,3,3
2880,11515,0,0
2881,11515,1,1
2882,11515,2,2
2883,11515,3,3
2884,11515,4,4
2885,11530,0,0
2886,11530,1,1
2887,11530,2,2
2888,11530,3,4
2889,11545,0,0
2890,11545,1,1
2891,11545,2,2
2892,11545,3,3
2893,11560,0,0
2894,11560,1,1
2895,11560,2,2
2896,11560,3,3
2897,11560,4,4
2898,11575,0,0
2899,11575,1,1
2900,11575,2,2
2901,11590,0,0
2902,11590,1,1
2903,11590,2,2
2904,11605,0,0
2905,11605,1,1
2906,11605,2,2
2907,11605,3,3
2908,11620,0,0
2909,11620,1,1
2910,11620,2,2
2911,11635,0,0
2912,11635,1,1
2913,11635,2,2
2914,11635,3,3
2915,11650,0,0
2916,11650,1,1
2917,11650,2,2
2918,11665,0,0
